x,c_err,q_err
6.441829e+05,0.000000e+00,1.663256e-03
5.083296e+05,0.000000e+00,5.186727e-04
8.488525e+05,0.000000e+00,1.602422e-04
1.908120e+05,0.000000e+00,1.159134e-03
5.414094e+04,1.083510e-07,4.604919e-05
6.032172e+05,0.000000e+00,1.305612e-03
4.955124e+05,8.194782e-08,7.597383e-04
3.469426e+05,0.000000e+00,5.179149e-04
7.074304e+05,0.000000e+00,1.661922e-03
4.462752e+05,0.000000e+00,1.510058e-03
4.918870e+05,8.164749e-08,8.285587e-04
3.943108e+05,0.000000e+00,1.402682e-03
1.965538e+05,0.000000e+00,8.747206e-04
2.207469e+05,0.000000e+00,4.375699e-07
3.104707e+05,6.486650e-08,2.789259e-06
3.652500e+05,0.000000e+00,9.035203e-04
9.030649e+04,6.996803e-08,8.198154e-04
5.525702e+05,0.000000e+00,6.199540e-04
4.318252e+05,0.000000e+00,1.592893e-03
3.713067e+05,0.000000e+00,1.024907e-03
9.543013e+05,0.000000e+00,9.077466e-04
7.804933e+05,0.000000e+00,9.473306e-04
7.664877e+05,0.000000e+00,1.120517e-03
4.621718e+05,7.914289e-08,1.331342e-03
3.702795e+04,0.000000e+00,1.174102e-03
4.659293e+05,0.000000e+00,1.277701e-03
9.918999e+05,0.000000e+00,1.711897e-03
2.658488e+05,6.002436e-08,1.384702e-03
4.256984e+05,0.000000e+00,1.602364e-03
1.240609e+05,0.000000e+00,7.458651e-04
9.920012e+05,0.000000e+00,1.711636e-03
6.988131e+04,0.000000e+00,5.599724e-04
6.323904e+05,0.000000e+00,1.586861e-03
8.408537e+05,0.000000e+00,2.306881e-04
2.606933e+05,0.000000e+00,1.684634e-03
6.865314e+05,0.000000e+00,1.738760e-03
4.440709e+05,0.000000e+00,1.527968e-03
7.562056e+05,0.000000e+00,1.240633e-03
3.347400e+04,0.000000e+00,3.877312e-04
1.515012e+05,0.000000e+00,1.337535e-03
2.024808e+05,0.000000e+00,5.744475e-04
5.253611e+05,8.437992e-08,2.621684e-04
5.458121e+05,8.600658e-08,5.251562e-04
3.990347e+05,0.000000e+00,1.458565e-03
7.461080e+05,1.005567e-07,1.350275e-03
8.562828e+05,0.000000e+00,1.042783e-04
7.642847e+05,0.000000e+00,1.146792e-03
8.364144e+05,1.064684e-07,2.738368e-04
4.088530e+05,0.000000e+00,1.546148e-03
1.961099e+05,0.000000e+00,8.973438e-04
2.077211e+05,0.000000e+00,3.311877e-04
3.631543e+05,0.000000e+00,8.601648e-04
9.766032e+05,0.000000e+00,1.704167e-03
9.742088e+05,0.000000e+00,1.604178e-03
8.253261e+05,0.000000e+00,3.920537e-04
1.363115e+04,0.000000e+00,2.120318e-05
4.401381e+05,7.723330e-08,1.555247e-03
8.172260e+05,0.000000e+00,4.858935e-04
2.794800e+05,6.154397e-08,5.618964e-04
8.658365e+05,0.000000e+00,4.809623e-05
9.412869e+05,0.000000e+00,5.734272e-04
2.714812e+05,6.065687e-08,9.891315e-04
9.357178e+05,0.000000e+00,4.568647e-04
5.736773e+05,8.817469e-08,9.208965e-04
1.123349e+05,0.000000e+00,1.482302e-03
1.964111e+05,0.000000e+00,8.820388e-04
2.602087e+05,0.000000e+00,1.682474e-03
5.564058e+05,0.000000e+00,6.745516e-04
9.526168e+05,0.000000e+00,8.594503e-04
2.936827e+05,0.000000e+00,1.251042e-04
7.079070e+05,0.000000e+00,1.659347e-03
1.550976e+05,9.169436e-08,1.486090e-03
8.190438e+05,0.000000e+00,4.644140e-04
2.537191e+05,0.000000e+00,1.677428e-03
5.541322e+05,0.000000e+00,6.421479e-04
5.651517e+05,8.751705e-08,7.998183e-04
1.100018e+05,7.722183e-08,1.556097e-03
3.184169e+05,0.000000e+00,4.946559e-05
4.015662e+05,0.000000e+00,1.484799e-03
5.188548e+05,0.000000e+00,3.350878e-04
5.145268e+05,0.000000e+00,4.080905e-04
6.092873e+05,9.087014e-08,1.373866e-03
8.820091e+05,0.000000e+00,1.093318e-06
4.911300e+05,8.158464e-08,8.427693e-04
5.834961e+05,0.000000e+00,1.056442e-03
7.073353e+05,0.000000e+00,1.662398e-03
5.047611e+05,0.000000e+00,5.848358e-04
2.363427e+04,7.158818e-08,1.153142e-03
5.245613e+05,0.000000e+00,2.530313e-04
7.842411e+05,0.000000e+00,8.998076e-04
8.894708e+05,0.000000e+00,3.184007e-06
4.658482e+05,7.945704e-08,1.278861e-03
5.572227e+04,0.000000e+00,6.815163e-06
8.251886e+05,0.000000e+00,3.936073e-04
3.952549e+04,0.000000e+00,1.586883e-03
1.680571e+05,0.000000e+00,1.748614e-03
2.159968e+04,0.000000e+00,4.899437e-04
2.997342e+05,0.000000e+00,3.996187e-05
7.244629e+05,0.000000e+00,1.548934e-03
9.742164e+05,0.000000e+00,1.604300e-03
5.934169e+05,0.000000e+00,1.186541e-03
4.323699e+05,0.000000e+00,1.591295e-03
1.293140e+05,0.000000e+00,3.615310e-04
4.124606e+05,7.476553e-08,1.568282e-03
6.860890e+05,9.642739e-08,1.739550e-03
6.834462e+05,9.624149e-08,1.743896e-03
9.776123e+05,0.000000e+00,1.747406e-03
7.960908e+05,0.000000e+00,7.486972e-04
1.863130e+03,0.000000e+00,1.100424e-03
3.791785e+05,0.000000e+00,1.171486e-03
3.149457e+05,0.000000e+00,2.247431e-05
5.163899e+05,8.365637e-08,3.761190e-04
9.884658e+05,0.000000e+00,1.720158e-03
1.969548e+05,0.000000e+00,8.543266e-04
7.519867e+03,0.000000e+00,1.024785e-03
5.719619e+05,8.804277e-08,8.967156e-04
9.042901e+05,0.000000e+00,5.955885e-05
5.122810e+05,8.332287e-08,4.475272e-04
5.955962e+05,8.984338e-08,1.213874e-03
4.288515e+05,7.623661e-08,1.599368e-03
2.965221e+05,6.339261e-08,7.867024e-05
4.850670e+05,0.000000e+00,9.559272e-04
8.946996e+05,0.000000e+00,1.486560e-05
3.522444e+05,0.000000e+00,6.295036e-04
3.102556e+05,0.000000e+00,2.269541e-06
9.342251e+05,0.000000e+00,4.282572e-04
5.203015e+05,0.000000e+00,3.116224e-04
3.318553e+05,6.706324e-08,2.285515e-04
2.339593e+05,0.000000e+00,4.591462e-04
2.447644e+05,0.000000e+00,1.747776e-03
3.060717e+05,0.000000e+00,2.189781e-06
8.273762e+05,1.058916e-07,3.692441e-04
6.771343e+05,0.000000e+00,1.749236e-03
4.353857e+05,0.000000e+00,1.580166e-03
2.398368e+05,0.000000e+00,1.062252e-03
3.632233e+05,0.000000e+00,8.615094e-04
1.188319e+05,0.000000e+00,1.128395e-03
2.174492e+05,0.000000e+00,3.050881e-05
1.593142e+05,9.293243e-08,1.621206e-03
1.206951e+05,8.088814e-08,9.976744e-04
5.966276e+05,0.000000e+00,1.226704e-03
4.742598e+05,8.017119e-08,1.146207e-03
6.370849e+05,0.000000e+00,1.619966e-03
5.850935e+05,0.000000e+00,1.077923e-03
6.712146e+05,0.000000e+00,1.747963e-03
6.446049e+05,0.000000e+00,1.665577e-03
1.570554e+05,0.000000e+00,1.554310e-03
5.755048e+05,8.831502e-08,9.465604e-04
1.568858e+05,0.000000e+00,1.548859e-03
7.526517e+05,0.000000e+00,1.280234e-03
4.356233e+03,6.146894e-08,5.926835e-04
4.534079e+05,0.000000e+00,1.440240e-03
2.377187e+05,1.135198e-07,8.110992e-04
8.990558e+05,0.000000e+00,3.112810e-05
8.056522e+05,1.044922e-07,6.276848e-04
5.479743e+05,0.000000e+00,5.552370e-04
8.332809e+05,0.000000e+00,3.058416e-04
3.259538e+05,6.646426e-08,1.373816e-04
8.798295e+05,0.000000e+00,3.494294e-06
6.724024e+04,6.037467e-08,1.155752e-03
5.707182e+05,0.000000e+00,8.791182e-04
1.859012e+05,0.000000e+00,1.376017e-03
8.946164e+05,0.000000e+00,1.453458e-05
2.478525e+05,1.159142e-07,1.712865e-03
6.212869e+05,0.000000e+00,1.494230e-03
1.344533e+05,0.000000e+00,4.168814e-04
6.110758e+05,0.000000e+00,1.393171e-03
7.401189e+05,0.000000e+00,1.410645e-03
3.519024e+05,0.000000e+00,6.222230e-04
7.703900e+05,0.000000e+00,1.073195e-03
8.608139e+05,0.000000e+00,7.517511e-05
9.485301e+05,0.000000e+00,7.484201e-04
2.446498e+05,0.000000e+00,1.749324e-03
4.978989e+05,0.000000e+00,7.143322e-04
5.336236e+05,0.000000e+00,3.626142e-04
9.158644e+05,0.000000e+00,1.582028e-04
1.425037e+05,0.000000e+00,8.691719e-04
6.906789e+05,0.000000e+00,1.729299e-03
4.913693e+05,8.160450e-08,8.383231e-04
2.993895e+05,6.369839e-08,4.344230e-05
4.433307e+05,0.000000e+00,1.533515e-03
4.957255e+05,0.000000e+00,7.557214e-04
7.527975e+05,0.000000e+00,1.278641e-03
6.810493e+05,0.000000e+00,1.746792e-03
3.947813e+05,7.314564e-08,1.408712e-03
5.584498e+05,0.000000e+00,7.038024e-04
2.290236e+05,0.000000e+00,1.606740e-04
2.280623e+05,0.000000e+00,1.218646e-04
8.844035e+05,0.000000e+00,0.000000e+00
1.088531e+05,0.000000e+00,1.580061e-03
2.953025e+05,6.326212e-08,9.717062e-05
4.551217e+05,0.000000e+00,1.420890e-03
2.947543e+05,6.320337e-08,1.061817e-04
1.899190e+05,0.000000e+00,1.200861e-03
7.029742e+05,0.000000e+00,1.684302e-03
9.160412e+05,0.000000e+00,1.600008e-04
3.243722e+05,0.000000e+00,1.159636e-04
3.140501e+05,0.000000e+00,1.709271e-05
6.561602e+05,0.000000e+00,1.716651e-03
6.762747e+05,9.573522e-08,1.749465e-03
8.444005e+04,0.000000e+00,3.344298e-04
5.169741e+05,0.000000e+00,3.662873e-04
6.248048e+05,0.000000e+00,1.525600e-03
3.290899e+05,6.678322e-08,1.837874e-04
1.487299e+04,0.000000e+00,8.384424e-04
1.584283e+05,0.000000e+00,1.596583e-03
2.449544e+05,1.152345e-07,1.745343e-03
1.573767e+05,9.236563e-08,1.564581e-03
8.491073e+05,1.072732e-07,1.582280e-04
7.363236e+05,0.000000e+00,1.446982e-03
4.567663e+05,0.000000e+00,1.401346e-03
2.924379e+05,6.295453e-08,1.493911e-04
2.320491e+05,0.000000e+00,3.230149e-04
2.095637e+05,0.000000e+00,2.556987e-04
9.734872e+05,0.000000e+00,1.574524e-03
6.268305e+05,0.000000e+00,1.542910e-03
7.680135e+05,0.000000e+00,1.102146e-03
2.025108e+05,0.000000e+00,5.730232e-04
8.548928e+05,0.000000e+00,1.139887e-04
6.524169e+05,0.000000e+00,1.702626e-03
3.113639e+05,0.000000e+00,5.261739e-06
1.501953e+05,0.000000e+00,1.276986e-03
1.075387e+05,0.000000e+00,1.596986e-03
6.061183e+05,9.063351e-08,1.338838e-03
3.401143e+05,6.789263e-08,3.796556e-04
8.105128e+05,0.000000e+00,5.672152e-04
5.221596e+05,0.000000e+00,2.822307e-04
6.644866e+05,0.000000e+00,1.738896e-03
1.245629e+05,0.000000e+00,7.077648e-04
1.783197e+05,9.831953e-08,1.627975e-03
3.407613e+05,0.000000e+00,3.923847e-04
2.090030e+05,0.000000e+00,2.779222e-04
6.952938e+05,0.000000e+00,1.715361e-03
9.655661e+05,0.000000e+00,1.272741e-03
5.380929e+05,0.000000e+00,4.205765e-04
7.101668e+05,9.810482e-08,1.646591e-03
1.239944e+05,0.000000e+00,7.509122e-04
7.830472e+05,0.000000e+00,9.149869e-04
8.675435e+05,0.000000e+00,4.011968e-05
9.731017e+05,0.000000e+00,1.559054e-03
5.193708e+05,0.000000e+00,3.266968e-04
3.243098e+05,6.629643e-08,1.152232e-04
2.655396e+05,5.998944e-08,1.408912e-03
7.514199e+05,0.000000e+00,1.293718e-03
5.338735e+05,0.000000e+00,3.657613e-04
2.390269e+05,0.000000e+00,9.613094e-04
3.782504e+05,7.159783e-08,1.155016e-03
3.018870e+05,0.000000e+00,2.155570e-05
4.415377e+05,0.000000e+00,1.546192e-03
2.331432e+05,0.000000e+00,3.976368e-04
9.543039e+05,0.000000e+00,9.079752e-04
7.529017e+05,0.000000e+00,1.277517e-03
3.833386e+05,0.000000e+00,1.242405e-03
6.184258e+04,0.000000e+00,1.717683e-03
3.590200e+05,0.000000e+00,7.734329e-04
7.234529e+05,9.901827e-08,1.556765e-03
8.723554e+05,0.000000e+00,2.131145e-05
8.811795e+05,0.000000e+00,1.967047e-06
3.879395e+05,0.000000e+00,1.314589e-03
9.969184e+05,0.000000e+00,1.701111e-03
5.949926e+04,1.135863e-07,8.417880e-04
7.287008e+05,0.000000e+00,1.514502e-03
2.059213e+05,1.056552e-07,4.105760e-04
7.547931e+05,0.000000e+00,1.256466e-03
6.942669e+05,9.700036e-08,1.718749e-03
7.440141e+05,0.000000e+00,1.371776e-03
4.649599e+05,0.000000e+00,1.291850e-03
8.182612e+05,0.000000e+00,4.736697e-04
5.270613e+05,0.000000e+00,2.820310e-04
3.325034e+05,6.712869e-08,2.395823e-04
7.913629e+05,0.000000e+00,8.091253e-04
4.643220e+04,0.000000e+00,1.383004e-03
6.568131e+05,0.000000e+00,1.718825e-03
5.690254e+04,0.000000e+00,1.056371e-04
7.978522e+05,0.000000e+00,7.261283e-04
1.906867e+05,0.000000e+00,1.165057e-03
2.959294e+05,0.000000e+00,8.739434e-05
1.761026e+05,0.000000e+00,1.677326e-03
4.925736e+05,8.170445e-08,8.155738e-04
7.374671e+05,9.997272e-08,1.436108e-03
4.092459e+05,0.000000e+00,1.548827e-03
4.468776e+05,0.000000e+00,1.504851e-03
4.903688e+05,0.000000e+00,8.571974e-04
7.925845e+05,0.000000e+00,7.933743e-04
5.087202e+05,0.000000e+00,5.115650e-04
8.493888e+05,0.000000e+00,1.558939e-04
5.160374e+05,8.362782e-08,3.821791e-04
3.810756e+05,7.186471e-08,1.204453e-03
7.305683e+05,0.000000e+00,1.498630e-03
9.039770e+05,0.000000e+00,5.766689e-05
3.779939e+05,7.157355e-08,1.150402e-03
7.900676e+05,1.034766e-07,8.255366e-04
6.326778e+05,0.000000e+00,1.588889e-03
5.839152e+05,0.000000e+00,1.062159e-03
5.448606e+05,0.000000e+00,5.120664e-04
3.269447e+05,6.656521e-08,1.515024e-04
3.279294e+05,0.000000e+00,1.660634e-04
9.820474e+03,0.000000e+00,1.556605e-03
1.452059e+05,8.872220e-08,1.020128e-03
8.549908e+05,0.000000e+00,1.133494e-04
3.423238e+05,0.000000e+00,4.234573e-04
9.365688e+05,0.000000e+00,4.737464e-04
9.014230e+05,0.000000e+00,4.288508e-05
9.991370e+05,1.163651e-07,1.696952e-03
9.934713e+05,0.000000e+00,1.708263e-03
6.992751e+05,9.734960e-08,1.700405e-03
1.898237e+05,0.000000e+00,1.205225e-03
2.894008e+05,0.000000e+00,2.188806e-04
8.753778e+05,0.000000e+00,1.241689e-05
6.823973e+05,0.000000e+00,1.745250e-03
2.686791e+04,0.000000e+00,1.597557e-03
2.846236e+05,0.000000e+00,3.607838e-04
1.292749e+05,0.000000e+00,3.642388e-04
5.172367e+05,0.000000e+00,3.618592e-04
7.720810e+04,6.469513e-08,2.587805e-07
6.379950e+05,0.000000e+00,1.626051e-03
3.666255e+05,7.048902e-08,9.315829e-04
5.932455e+05,0.000000e+00,1.184307e-03
1.907060e+04,0.000000e+00,4.887265e-06
9.719373e+04,0.000000e+00,1.326964e-03
4.972225e+05,0.000000e+00,7.273094e-04
3.970645e+05,0.000000e+00,1.436327e-03
8.872612e+05,0.000000e+00,9.869119e-07
1.299002e+05,8.391607e-08,3.228251e-04
9.809798e+05,0.000000e+00,1.741650e-03
4.321219e+05,0.000000e+00,1.592063e-03
4.568449e+05,0.000000e+00,1.400287e-03
3.089092e+05,0.000000e+00,3.235158e-07
4.419424e+05,7.739144e-08,1.543495e-03
6.020508e+05,9.032889e-08,1.292064e-03
1.639000e+05,0.000000e+00,1.714786e-03
7.842662e+05,0.000000e+00,8.995128e-04
5.386196e+05,0.000000e+00,4.275319e-04
6.532294e+04,0.000000e+00,1.687697e-03
7.834032e+05,0.000000e+00,9.105581e-04
5.320909e+05,0.000000e+00,3.432411e-04
7.645981e+05,0.000000e+00,1.143159e-03
9.732269e+05,0.000000e+00,1.564092e-03
8.214917e+05,0.000000e+00,4.357745e-04
6.399758e+05,0.000000e+00,1.638631e-03
6.556242e+05,0.000000e+00,1.714818e-03
8.483596e+05,0.000000e+00,1.642702e-04
9.245994e+05,0.000000e+00,2.682093e-04
7.848991e+05,0.000000e+00,8.914184e-04
3.655963e+05,7.039002e-08,9.105652e-04
1.807546e+03,0.000000e+00,1.323516e-03
4.228941e+05,7.570524e-08,1.601393e-03
7.322218e+05,0.000000e+00,1.484187e-03
5.950531e+05,8.980241e-08,1.207124e-03
4.419647e+05,0.000000e+00,1.543302e-03
8.294155e+05,0.000000e+00,3.469042e-04
9.227553e+04,0.000000e+00,9.814037e-04
8.390292e+05,0.000000e+00,2.481390e-04
7.166768e+05,0.000000e+00,1.605830e-03
2.221758e+05,0.000000e+00,2.194919e-06
8.200090e+05,0.000000e+00,4.530914e-04
1.487987e+05,8.981309e-08,1.208974e-03
6.790206e+05,0.000000e+00,1.748409e-03
1.289182e+05,8.359828e-08,3.883140e-04
5.907411e+05,0.000000e+00,1.152367e-03
2.810714e+05,0.000000e+00,4.939984e-04
2.928182e+05,0.000000e+00,1.417398e-04
3.750072e+05,0.000000e+00,1.095731e-03
8.196910e+05,0.000000e+00,4.567979e-04
3.581412e+05,6.966863e-08,7.547202e-04
1.584105e+05,0.000000e+00,1.595937e-03
3.517819e+05,0.000000e+00,6.196307e-04
1.227392e+05,0.000000e+00,8.461282e-04
1.316374e+05,0.000000e+00,2.760653e-04
1.732736e+05,0.000000e+00,1.722337e-03
7.627151e+05,1.016696e-07,1.165338e-03
7.872616e+05,1.032927e-07,8.613580e-04
2.163321e+04,6.849054e-08,5.010767e-04
6.873144e+05,0.000000e+00,1.737146e-03
5.721606e+05,8.805806e-08,8.995131e-04
3.872295e+05,0.000000e+00,1.303895e-03
6.891220e+05,0.000000e+00,1.733243e-03
9.950548e+05,1.161271e-07,1.704862e-03
1.194513e+05,0.000000e+00,1.085866e-03
2.841751e+05,0.000000e+00,3.762002e-04
4.370194e+05,0.000000e+00,1.572584e-03
9.488668e+05,0.000000e+00,7.572847e-04
3.764506e+05,0.000000e+00,1.122408e-03
2.760486e+05,0.000000e+00,7.271294e-04
6.655436e+05,0.000000e+00,1.740848e-03
5.986264e+05,0.000000e+00,1.251095e-03
9.605762e+04,0.000000e+00,1.256838e-03
8.143422e+05,1.050543e-07,5.204388e-04
2.776470e+05,0.000000e+00,6.469109e-04
2.249758e+05,0.000000e+00,3.522887e-05
4.050833e+05,0.000000e+00,1.517072e-03
5.587184e+05,0.000000e+00,7.076263e-04
5.177940e+05,0.000000e+00,3.525880e-04
7.800905e+05,1.028212e-07,9.524327e-04
3.784094e+05,0.000000e+00,1.157837e-03
8.759352e+05,0.000000e+00,1.100443e-05
9.385010e+05,0.000000e+00,5.132564e-04
7.301913e+05,0.000000e+00,1.501924e-03
9.986744e+05,0.000000e+00,1.697722e-03
7.013834e+04,0.000000e+00,5.155563e-04
9.034649e+05,0.000000e+00,5.444160e-05
7.613894e+05,1.015812e-07,1.180983e-03
8.573999e+05,0.000000e+00,9.680063e-05
9.250981e+05,0.000000e+00,2.754477e-04
4.487038e+05,0.000000e+00,1.488350e-03
4.295605e+05,0.000000e+00,1.598172e-03
3.123276e+05,0.000000e+00,8.783126e-06
1.378259e+05,0.000000e+00,6.020418e-04
4.246152e+05,0.000000e+00,1.602373e-03
4.317789e+05,7.649638e-08,1.592960e-03
4.220009e+05,0.000000e+00,1.600306e-03
8.616346e+05,0.000000e+00,7.045622e-05
3.806457e+05,0.000000e+00,1.197022e-03
7.984516e+05,0.000000e+00,7.185992e-04
1.376832e+05,8.639340e-08,5.940410e-04
4.618925e+04,0.000000e+00,1.421214e-03
3.970779e+05,0.000000e+00,1.436425e-03
2.337408e+05,0.000000e+00,4.422720e-04
8.605314e+05,0.000000e+00,7.699864e-05
